Brand,Dosage,Price,BrandName,DosageValue,DosageUnit,Form,Uses,Packaging,Composition,TherapeuticClass,Considerations,Contraindications
ACIGAM 200 MG,200.0 MG,33.6,ACIGAM,200.0,MG,Scratchy tablet,"They are limited, in adults and children from 15 kg (about 4 years old), at: - long -term symptomatic treatment: * chronic inflammatory rheumatism, including rheumatoid arthritis, * of certain painful and disabling arthosis; - short-term symptomatic treatment: * acute osteoarthritis, low back pain, * acute post-traumatic benign conditions of the locomotor system; - dysmenorrhea after etiological research; - Symptomatic treatment of pain during inflammatory manifestations in the ENT and stomatological fields. In this indication, the risks involved, in particular the extension of a concomitant septic process are those of NSAIDs. They must be assessed in relation to the expected analgesic benefit.",Box of 20,Tiaproffenic acid,Non-steroidal anti-inflammatory,,
ACLASTA 5 MG / 100 ML,5.0 MG,3041.0,ACLASTA,5.0,MG,Perfusion solution,"The active substance contained is the zolédronic acid which belongs to a group of substances called bisphosphonates. Zoledronic acid acts by focusing on the bone and slowing down the bone renewal rate. It is used: - to prevent bone complications, ex. Fractures, in adult patients with bone metastases (dissemination of main site cancer); - to reduce the calcium level in the blood of adult patients when it is high due to the presence of a tumor. Tumors can accelerate the usual bone renewal so that the amount of calcium released by the bone is increased. This pathology is called hypercalcemia induced by tumors.",100 ml bottle,Zoledronic acid,Drugs for the treatment of bone diseases,,
ACLASTA 5 MG / 100 ML,5.0 MG,3041.0,ACLASTA,5.0,MG,Perfusion solution,"The active substance contained is the zolédronic acid which belongs to a group of substances called bisphosphonates. Zoledronic acid acts by focusing on the bone and slowing down the bone renewal rate. It is used: - to prevent bone complications, ex. Fractures, in adult patients with bone metastases (dissemination of main site cancer); - to reduce the calcium level in the blood of adult patients when it is high due to the presence of a tumor. Tumors can accelerate the usual bone renewal so that the amount of calcium released by the bone is increased. This pathology is called hypercalcemia induced by tumors.",100 ml bottle,Zoledronic acid,Bisphosphonate.,,
ACLASTA 5 MG / 100 ML,100.0 ML,3041.0,ACLASTA,100.0,ML,Perfusion solution,"The active substance contained is the zolédronic acid which belongs to a group of substances called bisphosphonates. Zoledronic acid acts by focusing on the bone and slowing down the bone renewal rate. It is used: - to prevent bone complications, ex. Fractures, in adult patients with bone metastases (dissemination of main site cancer); - to reduce the calcium level in the blood of adult patients when it is high due to the presence of a tumor. Tumors can accelerate the usual bone renewal so that the amount of calcium released by the bone is increased. This pathology is called hypercalcemia induced by tumors.",100 ml bottle,Zoledronic acid,Drugs for the treatment of bone diseases,,
ACLASTA 5 MG / 100 ML,100.0 ML,3041.0,ACLASTA,100.0,ML,Perfusion solution,"The active substance contained is the zolédronic acid which belongs to a group of substances called bisphosphonates. Zoledronic acid acts by focusing on the bone and slowing down the bone renewal rate. It is used: - to prevent bone complications, ex. Fractures, in adult patients with bone metastases (dissemination of main site cancer); - to reduce the calcium level in the blood of adult patients when it is high due to the presence of a tumor. Tumors can accelerate the usual bone renewal so that the amount of calcium released by the bone is increased. This pathology is called hypercalcemia induced by tumors.",100 ml bottle,Zoledronic acid,Bisphosphonate.,,
ACLAV 1 G / 125 MG,1.0 G,174.8,ACLAV,1.0,G,Bag,"Indicated for the treatment of following infections in adults and children: - acute bacterial sinusitis (diagnosed appropriately), - acute average otitis, - acute exacerbations of chronic bronchitis (diagnosed appropriately), - acute community pneumonia, - cystitis, - pyelonephritis, - skin infections and soft tissue, in particular cellulite, in particular cellulite, Animal bites, severe dental abscesses with cellulite propagation, - bone and joint infections, in particular osteomyelitis. The official recommendations should be taken into account concerning the appropriate use of antibacterials.",24.0 box,Amoxicillin,Antibiotic,,
ACLAV 1 G / 125 MG,1.0 G,174.8,ACLAV,1.0,G,Bag,"Indicated for the treatment of following infections in adults and children: - acute bacterial sinusitis (diagnosed appropriately), - acute average otitis, - acute exacerbations of chronic bronchitis (diagnosed appropriately), - acute community pneumonia, - cystitis, - pyelonephritis, - skin infections and soft tissue, in particular cellulite, in particular cellulite, Animal bites, severe dental abscesses with cellulite propagation, - bone and joint infections, in particular osteomyelitis. The official recommendations should be taken into account concerning the appropriate use of antibacterials.",24.0 box,Amoxicillin,Penicillin with betalactams inhibitor,,
ACLAV 1 G / 125 MG,1.0 G,174.8,ACLAV,1.0,G,Bag,"Indicated for the treatment of following infections in adults and children: - acute bacterial sinusitis (diagnosed appropriately), - acute average otitis, - acute exacerbations of chronic bronchitis (diagnosed appropriately), - acute community pneumonia, - cystitis, - pyelonephritis, - skin infections and soft tissue, in particular cellulite, in particular cellulite, Animal bites, severe dental abscesses with cellulite propagation, - bone and joint infections, in particular osteomyelitis. The official recommendations should be taken into account concerning the appropriate use of antibacterials.",24.0 box,Clavulanic acid,Antibiotic,,
ACLAV 1 G / 125 MG,1.0 G,174.8,ACLAV,1.0,G,Bag,"Indicated for the treatment of following infections in adults and children: - acute bacterial sinusitis (diagnosed appropriately), - acute average otitis, - acute exacerbations of chronic bronchitis (diagnosed appropriately), - acute community pneumonia, - cystitis, - pyelonephritis, - skin infections and soft tissue, in particular cellulite, in particular cellulite, Animal bites, severe dental abscesses with cellulite propagation, - bone and joint infections, in particular osteomyelitis. The official recommendations should be taken into account concerning the appropriate use of antibacterials.",24.0 box,Clavulanic acid,Penicillin with betalactams inhibitor,,
ACLAV 1 G / 125 MG,125.0 MG,174.8,ACLAV,125.0,MG,Bag,"Indicated for the treatment of following infections in adults and children: - acute bacterial sinusitis (diagnosed appropriately), - acute average otitis, - acute exacerbations of chronic bronchitis (diagnosed appropriately), - acute community pneumonia, - cystitis, - pyelonephritis, - skin infections and soft tissue, in particular cellulite, in particular cellulite, Animal bites, severe dental abscesses with cellulite propagation, - bone and joint infections, in particular osteomyelitis. The official recommendations should be taken into account concerning the appropriate use of antibacterials.",24.0 box,Amoxicillin,Antibiotic,,
ACLAV 1 G / 125 MG,125.0 MG,174.8,ACLAV,125.0,MG,Bag,"Indicated for the treatment of following infections in adults and children: - acute bacterial sinusitis (diagnosed appropriately), - acute average otitis, - acute exacerbations of chronic bronchitis (diagnosed appropriately), - acute community pneumonia, - cystitis, - pyelonephritis, - skin infections and soft tissue, in particular cellulite, in particular cellulite, Animal bites, severe dental abscesses with cellulite propagation, - bone and joint infections, in particular osteomyelitis. The official recommendations should be taken into account concerning the appropriate use of antibacterials.",24.0 box,Amoxicillin,Penicillin with betalactams inhibitor,,
ACLAV 1 G / 125 MG,125.0 MG,174.8,ACLAV,125.0,MG,Bag,"Indicated for the treatment of following infections in adults and children: - acute bacterial sinusitis (diagnosed appropriately), - acute average otitis, - acute exacerbations of chronic bronchitis (diagnosed appropriately), - acute community pneumonia, - cystitis, - pyelonephritis, - skin infections and soft tissue, in particular cellulite, in particular cellulite, Animal bites, severe dental abscesses with cellulite propagation, - bone and joint infections, in particular osteomyelitis. The official recommendations should be taken into account concerning the appropriate use of antibacterials.",24.0 box,Clavulanic acid,Antibiotic,,
ACLAV 1 G / 125 MG,125.0 MG,174.8,ACLAV,125.0,MG,Bag,"Indicated for the treatment of following infections in adults and children: - acute bacterial sinusitis (diagnosed appropriately), - acute average otitis, - acute exacerbations of chronic bronchitis (diagnosed appropriately), - acute community pneumonia, - cystitis, - pyelonephritis, - skin infections and soft tissue, in particular cellulite, in particular cellulite, Animal bites, severe dental abscesses with cellulite propagation, - bone and joint infections, in particular osteomyelitis. The official recommendations should be taken into account concerning the appropriate use of antibacterials.",24.0 box,Clavulanic acid,Penicillin with betalactams inhibitor,,
ACLAV 1 G / 125 MG,1.0 G,123.4,ACLAV,1.0,G,Bag,"Indicated for the treatment of following infections in adults and children: - acute bacterial sinusitis (diagnosed appropriately), - acute average otitis, - acute exacerbations of chronic bronchitis (diagnosed appropriately), - acute community pneumonia, - cystitis, - pyelonephritis, - skin infections and soft tissue, in particular cellulite, in particular cellulite, Animal bites, severe dental abscesses with cellulite propagation, - bone and joint infections, in particular osteomyelitis. The official recommendations should be taken into account concerning the appropriate use of antibacterials.",16.0 box,Amoxicillin,Antibiotic,,
ACLAV 1 G / 125 MG,1.0 G,123.4,ACLAV,1.0,G,Bag,"Indicated for the treatment of following infections in adults and children: - acute bacterial sinusitis (diagnosed appropriately), - acute average otitis, - acute exacerbations of chronic bronchitis (diagnosed appropriately), - acute community pneumonia, - cystitis, - pyelonephritis, - skin infections and soft tissue, in particular cellulite, in particular cellulite, Animal bites, severe dental abscesses with cellulite propagation, - bone and joint infections, in particular osteomyelitis. The official recommendations should be taken into account concerning the appropriate use of antibacterials.",16.0 box,Amoxicillin,Penicillin with betalactams inhibitor,,
